accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
1375.952589,36.841761,203.613696,-115622.884,-286685.1648,54196.0783
1267.313751,468.592938,1998.571212,-81486.05832,-286685.1648,43768.24634
-592.486488,1837.479006,1998.571212,-56848.87292,-37855.32185,-1461.04239
-12.929796,519.282225,805.675167,-20082.17089,-561.498644,-36801.07949
-178.365924,1017.099765,1998.571212,19102.41305,206281.9967,-11470.61516
1289.583999,668.913003,1504.842669,38204.8261,286685.1648,-113600.343
1060.100514,-103.754475,-378.563625,37591.76126,286685.1648,-18105.46648
1025.8182,-112.666653,-1838.753631,52901.19367,24344.97692,18225.78762
1087.428474,46.845018,-434.127078,-61782.03957,-286685.1648,50729.68361
1557.18387,69.115266,1558.591056,-184990.8849,-286685.1648,39665.86849
-301.515093,1993.697046,1998.571212,132187.094,-154893.4117,57163.99971
-237.100644,702.216405,1182.280968,-17778.88053,40765.94747,-18311.73129
155.116764,374.352264,674.592732,4102.377848,452.636662,-27616.56596
-248.388723,1198.086318,1997.89821,-49366.04405,59438.64217,8451.12755
376.911711,1470.315627,1998.571212,96715.27664,286685.1648,-81778.26679
1116.887607,313.782084,683.494713,121730.6142,286685.1648,-81251.14562
882.407592,-2.314719,-688.613607,55599.82491,286335.6606,-55227.40234
1033.200828,-234.112923,-1783.363527,-35259.82301,-107211.8635,3506.501736
1090.110285,-9.452619,174.460473,-84963.91216,-286685.1648,42639.51948
1160.989632,482.134554,1998.571212,-29856.83096,-286685.1648,46226.2353
-339.947586,1449.034488,1998.571212,27003.50111,-75934.09723,-1896.490318
-133.407351,505.618245,1181.975058,18260.16509,15085.97887,-28527.56886
36.780579,147.978864,412.968303,-8015.679622,-44982.91688,29942.77463
-640.06569,1589.090283,1998.571212,69625.83186,119742.4506,18025.25239
388.872792,967.501557,1974.414519,52912.65283,286685.1648,-48139.91436
1090.966833,33.609312,232.104114,66606.34425,286685.1648,-36136.44845
1216.5021,-239.843637,-1995.828219,17331.97345,134026.2886,-830.78881
1406.390634,-71.001711,-518.129964,-48833.19329,-286685.1648,34154.01446
1390.411935,794.876544,1998.571212,-126497.6231,-286685.1648,101298.939
-116.14383,1312.14996,1998.571212,-10720.04044,-92950.94389,40553.95308
56.542365,614.195901,1206.315297,-9591.313572,-13183.75898,-20815.55687
-88.81587,1056.623337,1998.571212,97632.00912,172042.0386,-14982.84647
540.390015,822.326868,1998.571212,82099.12316,286685.1648,-79560.92011
934.259337,163.845396,771.270489,75991.39301,286685.1648,-69150.27688
897.23403,-16.468155,-930.720978,45114.69717,253848.9533,-8668.851514
1126.533969,-48.802842,-1329.413481,-45842.35358,-204024.543,29260.95485
1763.968833,-199.952973,216.359946,-182962.6143,-286685.1648,66262.56957
1426.947786,172.074375,1998.571212,-58155.2167,-286685.1648,74112.09143
-90.03951,1336.857291,1998.571212,-39041.34449,-101677.0912,11367.48275
-22.810689,708.987213,1055.827971,-44283.90836,-13292.62096,-30561.56905
-149.69196,405.585675,1260.604125,-3483.583424,29673.48446,14094.76188
-169.453746,1433.90214,1998.571212,-20769.72025,238803.0815,-16844.95932
804.512709,388.016244,1176.550254,161682.9616,286685.1648,-44965.72814
685.74825,121.323906,18.905238,86837.48417,286685.1648,-42771.29977
910.469736,-176.163372,-1719.62208,39917.96993,125254.3047,10834.632
1321.541397,-145.970055,-691.733889,-126955.9893,-286685.1648,44845.40701
1935.992223,-46.477926,1774.155636,-159356.7529,-286685.1648,91088.83104
893.083851,1265.304942,1998.571212,81268.33435,-212607.4508,65941.7132
273.942405,802.5039,1428.232608,-22362.54293,5076.406108,-25565.37704
206.479053,826.844139,1839.793725,-1621.470574,54511.20509,26373.24753
356.599287,1121.833152,1998.571212,90177.82814,286685.1648,-92068.58888
989.465895,52.759278,677.763999,31833.53537,286685.1648,-69597.18397
797.191263,-88.693506,-1070.654409,57777.06455,229177.3904,29776.61687
1082.064852,-76.008438,-1290.675078,-11946.17013,-206218.9714,50678.11741
1805.205501,-176.163372,444.007971,-198644.4693,-286685.1648,85949.39958
792.745371,1177.223256,1998.571212,-5821.251248,-286685.1648,115027.0079
-92.537775,1295.865351,1726.943526,-18191.41015,-3105.431276,-4698.25396
126.697725,521.056503,853.070823,-68015.82044,15303.70284,-32383.57486
