accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
632.254788,-760.165956,-449.014698,-4663.876492,-12891.5505,-35953.10195
374.352264,-929.742066,-57.154185,10983.60103,-6411.397782,46810.65226
406.013949,-722.590011,-216.971766,32034.0706,-21508.83581,103378.7759
-945.180324,129.012444,372.70035,-401.07046,-85.94367,-3632.552452
-917.974728,95.097222,381.97962,297.938056,2669.983348,-3191.374946
-958.660758,113.645565,422.849196,-1409.476188,-7436.992244,-3414.828488
-959.823216,61.243182,470.061306,-2223.076264,-1014.135306,-3397.639754
-867.163077,135.905616,458.222589,6468.693562,3472.124268,-1042.783196
-847.401291,-160.123491,383.131881,-36566.1668,-8829.279698,-111835.633
-890.891496,-671.839542,524.166588,-74060.52523,10141.35306,-263279.8387
-799.699725,-1036.616823,586.082772,-81881.3992,63575.39749,-286685.1648
84.971601,-1153.556019,93.690036,-140208.5032,-17062.68328,-286089.2887
34.649406,-896.805756,112.789017,-94658.35814,-57593.71806,-128468.5979
279.19386,-626.218164,-146.092419,-32767.45658,-53428.31485,-56636.87853
245.33982,-712.46439,-171.10566,4709.713116,-8118.812026,26230.00808
-940.663053,15.305697,397.835955,2859.059422,-19274.30039,5276.941338
-938.960154,21.4137,431.384085,-120.321138,-14541.66896,2755.927018
-921.818997,21.658428,416.863557,676.090204,-6056.163946,-1690.22551
-928.345077,28.735146,422.35974,-2641.335458,3254.400304,-21291.11185
-913.702185,-229.962744,373.61808,-40204.44883,12450.37299,-170535.1596
-752.120523,-910.041462,367.030818,-80735.4836,61827.8762,-286685.1648
-123.220548,-1332.095292,65.393361,-103739.7393,-20998.90337,-286685.1648
-113.880096,-1282.568463,292.735476,-76186.19867,-47624.25234,-189098.9923
279.255042,-845.137557,13.725162,-57358.80536,23170.41343,-114259.2445
466.461765,-795.366,-266.080518,-41430.57852,-34211.31024,-81262.60477
424.674459,-654.637203,-137.129256,962.569104,-20998.90337,11017.97849
-933.107076,-77.160699,415.83366,4102.377848,-2291.8312,-9711.63471
-933.708699,-52.585929,457.549587,263.560588,-1827.735382,-9493.910746
-913.579821,-53.248734,435.901356,-435.447928,217.723964,-2223.076264
-908.093835,-66.127545,351.786303,7832.333126,3002.298872,1059.97193
-978.728454,-74.356524,542.949462,7139.054188,-9677.257242,-15498.50849
-814.760694,-84.176235,414.793566,2555.391788,-5231.104714,-4612.31029
-818.237871,-237.834828,439.806807,-55937.87001,-30870.96626,-142592.0077
-705.6324,-1186.859421,529.2243,-113697.7458,12118.05747,-286192.4211
-422.420922,-1308.366873,429.19173,-142242.5034,-6354.102002,-245701.4934
-163.723032,-948.718683,478.473831,-102433.3955,9430.885388,-197074.5649
361.667196,-757.055871,-229.299939,-48712.87216,-20597.83291,-182802.1861
216.604674,-831.473577,24.829695,-16231.89447,-27668.13216,-20213.95118
439.562079,-629.695341,-202.81833,14375.5112,30756.3747,33964.93838
-938.715426,-65.882817,386.36433,-1678.766354,-23554.29516,3105.431276
-921.390723,-51.117561,464.381577,-269.290166,-4566.473666,-7505.74718
-907.543197,-82.350972,449.442972,6657.769636,-1082.890242,-6543.178076
-985.805172,-120.773268,392.227605,1208.940958,-8577.178266,-4583.6624
-892.716759,-75.4578,370.018539,-435.447928,-131.780294,-54459.63889
-676.662723,-446.394069,343.730673,-70823.31366,-48220.12845,-284393.3336
-329.393691,-1348.318719,815.127786,-99408.1783,-18558.10314,-270447.5408
-210.384504,-1099.144827,615.419541,-108191.6214,17297.59598,-184675.7581
64.781541,-934.075791,230.14629,-83004.39649,48752.9792,-146367.7996
307.735263,-891.748044,-70.389891,-90538.79156,19119.60179,-94526.57784
432.424179,-759.798864,-129.80781,-58327.10404,-12387.34764,-40794.59536
